canonical_question_id,chapter,subtopic,micro_concept,question_type,difficulty_estimate,correct_option,ai_confidence,verification_source,notes
cq_000596_e6a94431ae,Business Finance,working capital,current assets,definition-based,easy,C,0.99,ai_verified,"All listed items (cash, marketable securities, bills receivable, finished goods inventory) are current assets."
cq_001099_d209e54069,Entrepreneurship Development,competencies and values,entrepreneur competencies,definition-based,easy,A,0.96,ai_verified,"Problem-solving directly matches the description of observing symptoms, diagnosing, and curing."
cq_000425_4190237f7a,Entrepreneurship Development,concept and functions,entrepreneurship,feature-identification,easy,D,0.98,ai_verified,"Option D ('Non concern for employee welfare') is not listed among the typical competencies of an entrepreneur, which include efficiency orientation, commitment, persistence, etc."
cq_000764_3a12576f22,Business Finance,capital structure,financial risk,definition-based,easy,B,0.97,ai_verified,"Capital structure directly influences both profitability and financial risk, per the Modigliani-Miller theorem."
cq_001096_0a005c1e25,Organising,organisation structure,division of work,definition-based,easy,A,0.96,ai_verified,"Functional structure leads to specialization (A), promotes control/coordination within departments (B), and while it may reduce flexibility (C) and is not directly about profit (D), the advantages listed are A, B, and D; however, the best match among options is A."
cq_000408_9d4aca09e9,Principles of Management,Fayol principles,equity,match-the-following,hard,B,0.95,ai_verified,Matching Fayol's principles: (A) No worker should be unduly favoured → Equity (I); (B) Right material at right place → Order (III); (C) Frequent transfers → Stability of Personnel (II); (D) Replace 'I' with 'We' → Esprit de Corps (IV). Hence B.
cq_000014_f368bee175,Entrepreneurship Development,process,training and development,definition-based,easy,BLANK,0.9,ai_verified,"The question lacks sufficient options to determine the correct answer; therefore, the correct_option remains blank."
cq_000638_17caf85699,Entrepreneurship Development,concept and functions,entrepreneur characteristics,feature-identification,easy,B,0.98,ai_verified,"Option B directly defines entrepreneurship as the process involving profit earning, risk taking, management, leadership, and innovation."
cq_000077_bb46d33d3a,Principles of Management,nature of principles,science characteristics,feature-identification,easy,A,0.85,ai_verified,"Option A ('Systematized body of knowledge') is a fundamental characteristic of science, aligning with the nature of management principles."
cq_000748_b99855f4c9,Organising,formal organization,scalar chain,feature-identification,easy,B,0.95,ai_verified,"Option B correctly identifies that communication in a formal organization follows the scalar chain, a key feature."
cq_000568_225a195b16,Consumer Protection,NGOs and relief,consumer organization roles,case-study diagnosis,medium,B,0.9,ai_verified,"Option B ('Withdraw the hazardous goods from sale') is not a primary role of consumer NGOs, which focus on advocacy, education, and legal support."
cq_000186_ec42951cbc,Business Finance,capital budgeting,investment evaluation,definition-based,easy,A,0.99,ai_verified,Capital budgeting is explicitly defined as the process for evaluating the viability of long-term investment projects.
cq_000537_cb6c9783c7,Marketing,product,product mix,definition-based,easy,C,1,ai_verified,Standardisation refers to producing goods according to predetermined specifications.
cq_001638_247a1b3459,Nature and Significance of Management,meaning and objectives,types of plans,definition-based,easy,BLANK,0.6,ai_predicted,"The question asks for a type of plan that combines objectives, policies, procedures, and rules, likely referring to a 'master plan' or 'strategic plan', but options are missing."
cq_001088_398c860bd1,Marketing,marketing mix,pricing strategy,definition-based,easy,A,1,ai_verified,"Lower pricing attracts a greater number of consumers, aligning with the objective of increasing market share."
cq_001089_4c4165cdcc,Organising,decentralisation,centralisation/decentralisation,case-study diagnosis,easy,D,0.95,ai_predicted,"The principle highlighted is delegation, emphasizing providing managers with insights into reality by allowing subordinates to handle routine decisions."
cq_001103_065ee98fc2,Planning,types of plans,managerial functions,definition-based,easy,A,0.9,ai_predicted,Directing involves guiding and motivating employees through praise and criticism to achieve optimal performance.
cq_001664_9317015df0,Principles of Management,Fayol principles,human aspect principle,principle-identification,easy,C,0.95,ai_verified,High morale is addressed by Fayol's principle of 'esprit de corps' (team spirit).
cq_000820_10e1878597,Planning,limitations,creativity constraint,statement true/false,medium,C,0.98,ai_verified,The statement highlights reduced creativity due to excessive planning.
cq_001704_4bd09b769a,Nature and Significance of Management,features of management,management features,feature-identification,easy,C,0.97,ai_verified,"Conformance to standards is a control function, not a feature of management."
cq_000028_5e39df095f,Directing,leadership,leadership functions,statement true/false,easy,B,0.96,ai_verified,Handling conflicts is a recognized function of leadership.
cq_000388_51f7fd30dd,Directing,leadership,participative leadership,definition-based,easy,D,0.99,ai_verified,Sonia's approach of respecting and supporting designers exemplifies participative leadership.
cq_001666_5bc1743dd5,Principles of Management,techniques of scientific management,scientific management,definition-based,easy,BLANK,0.0,ai_predicted,No correct option provided in the options list.
cq_000589_12a03ec465,Business Environment,dimensions,financial risk,definition-based,easy,C,1.0,ai_predicted,"All listed components (A, B, C, D) are recognized as parts of the economic environment per NCERT taxonomy."
cq_001042_1e064b6226,Directing,leadership,unity of command,principle-identification,medium,D,1.0,ai_predicted,The principle stating that mere giving of an order is not sufficient is 'Follow through'.
cq_000064_ac7c72f1d7,Organising,delegation,delegation,definition-based,hard,BLANK,0.0,ai_predicted,No correct option provided in the options list.
cq_000712_ecbc7293a4,Directing,leadership,leadership style,statement true/false,easy,A,1.0,ai_predicted,"Statements (A), (B), and (D) correctly describe leadership functions per NCERT."
cq_000892_23b52a20d4,Nature and Significance of Management,features of management,management,match-the-following,medium,D,0.98,ai_verified,Correctly matches 'Nature' features with their explanations based on management principles.
cq_000966_d2d2ecade1,Entrepreneurship Development,need and characteristics,entrepreneurship,statement true/false,easy,C,0.95,ai_verified,"The statement emphasizes systematic, step-by-step activity, aligning with the 'systematic activity' characteristic of entrepreneurship."
cq_000563_60994f77df,Nature and Significance of Management,functions of management,coordination,definition-based,easy,B,0.97,ai_verified,Directing ensures every individual effort contributes to organizational performance through coordination and motivation.
cq_000745_4c5330083c,Business Finance,financing decision,financial risk,definition-based,easy,A,0.99,ai_verified,Trading on Equity refers to increased profit for equity shareholders due to fixed financial charges.
cq_000070_7fa58d4b80,Organising,delegation,delegation,statement true/false,hard,,0.56,ai_fallback_current_prediction,Fallback to current pipeline label because AI audit call failed.
cq_001003_f74100ae1f,Staffing,meaning and importance,benefits of proper staffing,feature-identification,easy,B,0.95,ai_verified,"Option B ('Helps to ensure horizontal diversification of business growth.') is not a direct benefit of proper staffing, which focuses on competent personnel, performance, and morale."
cq_001023_9007d23978,Business Finance,financial planning,total capital requirement,definition-based,hard,D,0.9,ai_verified,"Option D ('Rs. 40,00,000') aligns with the financial planning micro-concept of total capital requirement."
cq_000342_8c7feb78b0,Marketing,marketing meaning,features of marketing,feature-identification,easy,D,0.98,ai_verified,Option D ('(A) and (B) only') correctly identifies the features of marketing: discovering consumer needs and creating value through utilities.
cq_000978_ffc6dd223f,Business Finance,investment decision,management decisions,chronology/process order,hard,A,0.96,ai_verified,The management is considering an 'Investment Decision' as per the micro-concept.
cq_000375_de2aa40eff,Business Finance,capital structure,optimal fund combination,definition-based,easy,A,0.97,ai_verified,The optimal combination of various sources of funds is defined as 'Capital structure'.
cq_000306_ec91efab4f,Planning,meaning and features,planning,statement true/false,easy,C,0.98,ai_verified,"The statement highlights that planning is ongoing, starting before work begins and continuing after completion, which aligns with the feature 'Planning is continuous'."
cq_000270_2eda78d315,Nature and Significance of Management,functions of management,types of plans,definition-based,easy,C,0.99,ai_verified,Setting objectives and developing action courses is the core definition of planning among the listed functions.
cq_000648_1423c4fa9d,Business Finance,working capital,fixed capital,chronology/process order,easy,A,0.97,ai_verified,Logical financial planning sequence: sales forecast → estimate capital requirements → estimate profits → identify finance sources.
cq_001079_0d0c2b01a6,Business Finance,investment decision,investment decision,statement true/false,easy,C,0.96,ai_verified,Reinvesting profits into growth and diversification projects exemplifies the investment decision in financial management.
cq_000441_67af97070b,Business Finance,financial planning,analysis,statement true/false,easy,A,0.95,ai_verified,EBIT-EPS analysis directly examines the effect of financial leverage on profitability.
cq_000141_db98eb7a5e,Nature and Significance of Management,functions of management,types of plans,definition-based,easy,A,0.99,ai_verified,Directly matches the definition of planning.
cq_000506_46454486c1,Business Finance,fixed capital,financial risk,definition-based,easy,D,0.98,ai_verified,Capital structure refers to the mix of debt and equity financing.
cq_000251_7adf1c6788,Nature and Significance of Management,functions of management,communication barriers,definition-based,easy,D,0.57,ai_fallback_current_prediction,Fallback to current pipeline label because AI audit call failed.
cq_001094_816b1bc371,Entrepreneurship Development,functions of entrepreneurship,staffing benefits,definition-based,easy,A,0.96,ai_verified,Proper staffing helps discover and obtain competent personnel.
cq_000016_e958a5b882,Nature and Significance of Management,features of management,delegation,definition-based,easy,BLANK,0.85,ai_predicted,Options are incomplete; cannot determine correct answer.
cq_000512_57eb8b8cc6,Business Finance,financing decision,financial risk,definition-based,easy,A,0.95,ai_verified,"Higher corporate tax reduces after-tax return on equity, making debt relatively cheaper."
cq_001116_5ea5aeadb0,Nature and Significance of Management,features of management,management as an art,feature-identification,easy,D,0.97,ai_verified,Management as an art includes creativity and personalized application.
cq_000315_50f569e27f,Consumer Protection,NGOs and relief,NGO roles,case-study diagnosis,medium,A,0.93,ai_verified,"NGOs test products, provide legal aid, and publish periodicals."
cq_001098_499416f632,Business Environment,dimensions,environment complexity,statement true/false,easy,C,0.96,ai_verified,The statement highlights the complexity of the business environment.
cq_000618_84bca38966,Staffing,selection,psychometric tests,match-the-following,medium,A,0.94,ai_verified,Correct mapping of test types to their aspects.
cq_000026_ca4cbff2e8,Nature and Significance of Management,meaning and objectives,types of plans,feature-identification,hard,,0.58,ai_fallback_current_prediction,Fallback to current pipeline label because AI audit call failed.
cq_001722_f0efcbf232,Staffing,recruitment,recruitment process,chronology/process order,easy,"A, B, C, D",0.95,ai_verified,"Standard recruitment sequence: (A) Identify sources, (B) Choose suitable sources, (C) Assess validity, (D) Invite applications."
cq_001653_7a461583c7,Nature and Significance of Management,nature of management,management principles,statement true/false,easy,"A, C, D",0.98,ai_verified,"True statements: A (management at all levels), C (complex activity), D (art and science). B is false as management is needed beyond profit-making firms."
cq_000053_4969b1cd6f,Directing,principles of directing,directing principles,feature-identification,easy,BLANK,0.8,ai_verified,Options are empty; cannot determine the non-principle without listed statements.
cq_000826_0cb1d1f5a4,Marketing,promotion mix,personal selling,definition-based,easy,B,0.99,ai_verified,"Personal selling's main advantage is direct communication to address individual customer needs, matching option B."
cq_000503_b477dc347b,Nature and Significance of Management,functions of management,management,definition-based,easy,A,0.98,ai_verified,"Planning involves decision-making among alternatives, matching the definition."
cq_000995_b681aad1d5,Nature and Significance of Management,communication,communication importance,definition-based,easy,C,0.95,ai_verified,Organizing vestibule training is not a primary importance of communication; it relates more to training.
cq_001057_4313c92f1d,Principles of Management,importance of principles,principles significance,feature-identification,easy,D,0.97,ai_verified,Profit maximisation is not a direct point of importance of management principles.
cq_001694_0d91c6ffc3,Staffing,staffing aspects,staffing functions,match-the-following,medium,A,0.9,ai_verified,Selection corresponds to identification and attraction; other options match correctly.
cq_001108_c1bec826c6,Principles of Management,Fayol principles,unity of command,principle-identification,easy,A,0.96,ai_verified,"Advantages (A), (B), and (D) are standard formal organization benefits; (C) is more about informal aspects."
cq_001651_fbf1f702df,Controlling,control process,controlling,chronology/process order,easy,BLANK,0.9,ai_verified,"Options need to be ordered as: B (setting goals), C (measuring), A (correcting), D (investigating). Current options are incomplete."
cq_001068_9782ffecea,Nature and Significance of Management,functions of management,delegation,definition-based,easy,B,1.0,ai_verified,Matches definition of organizing.
cq_000528_cdc4f1183e,Staffing,meaning and importance,staffing,definition-based,easy,B,1.0,ai_verified,Reflects the asset treatment of human resources.
cq_000756_0cdea13a75,Nature and Significance of Management,functions of management,management,definition-based,easy,A,1.0,ai_verified,Planning is termed the 'thinking function'.
cq_000079_c8570caeb1,Nature and Significance of Management,features of management,management,feature-identification,easy,BLANK,0.8,ai_verified,Options list is empty; cannot determine non-function.
cq_000272_e65a23f90e,Nature and Significance of Management,functions of management,management,match-the-following,medium,B,0.98,ai_verified,Correct mapping of management functions to activities as per NCERT taxonomy.
cq_000341_240385d3d6,Staffing,staffing process,recruitment,definition-based,easy,B,0.97,ai_verified,Shifting an employee within the same organization is classified as a transfer.
cq_000019_2bb51e82ab,Organising,decentralisation,centralisation/decentralisation,match-the-following,medium,BLANK,0.85,ai_predicted,Insufficient options provided to definitively match all items; partial matches possible.
cq_000035_8374b1de11,Business Finance,financing decision,financial risk,case-study diagnosis,hard,BLANK,0.8,ai_predicted,Incomplete passage and options prevent accurate determination of the correct answer.
cq_001715_629d2ca4d8,Consumer Protection,importance,consumer rights,definition-based,easy,BLANK,0.75,ai_predicted,Options are empty; cannot ascertain the correct answer without further information.
cq_000656_b62384d317,Planning,types of plans,types of plans,definition-based,easy,C,0.98,ai_verified,"The question asks for the plan type that prescribes the manner of task performance, which aligns with 'Methods'."
cq_001090_568b3c6abb,Staffing,staffing process,recruitment,definition-based,easy,C,0.97,ai_verified,"All listed activities (compensation, training, job analysis, recruitment) are core HR functions."
cq_000566_bb358c9e11,Planning,types of plans,types of plans,feature-identification,easy,C,0.96,ai_verified,"Budgets are performance-oriented plans, not standing plans like policies, procedures, or methods."
cq_001015_368bff34a5,Nature and Significance of Management,functions of management,management,definition-based,easy,D,0.99,ai_verified,Controlling ensures actual activities conform to planned activities.
cq_000758_984b1efba6,Staffing,staffing process,recruitment,match-the-following,medium,D,0.95,ai_verified,"Correct mapping: Selection → Assessment, Recruitment → Identification & attraction, Training → Acquainting & skill development, Staffing → Managerial function of filling positions."
cq_000956_110bc16237,Nature and Significance of Management,functions of management,management,match-the-following,medium,A,0.98,ai_verified,"Correctly matches planning to reducing overlapping activities, organizing to grouping activities, directing to supervising, and controlling to performance correction."
cq_000287_952e73737b,Planning,types of plans,types of plans,match-the-following,medium,B,0.97,ai_verified,"Accurately pairs policies with general guidance, rules with detailed statements, procedures with exact work methods, and programs with comprehensive projects."
cq_000460_f12e621484,Organising,decentralisation,centralisation/decentralisation,match-the-following,medium,D,0.96,ai_verified,"Correctly associates job enrichment with greater work variety, job security with income stability, employee empowerment with autonomy, and employee participation with decision involvement."
cq_000645_e3e2e72bf9,Directing,Maslow hierarchy,maslow hierarchy,match-the-following,medium,A,0.99,ai_verified,"Matches physiological needs to food, safety needs to job security, esteem needs to status, and social needs to friendship."
cq_000627_3ed726cfee,Business Finance,financing decision,financial risk,case-study diagnosis,easy,A,0.95,ai_verified,Determines EBT with zero debt as Rs.400000 based on provided financial data.
cq_000030_38f467465a,Planning,types of plans,statement of expected results expressed in numerical term which quantifies future facts and figures,statement true/false,easy,A,0.95,ai_verified,"Option A describes a budget, which is a quantitative statement of expected results, fitting the definition of a specific type of plan."
cq_001717_81f2b14978,Staffing,training and development,joint programme of training between educational institutions and business firms,definition-based,easy,COOPERATIVE EDUCATION,0.9,ai_verified,"The described method aligns with cooperative education, where institutions and firms collaborate on training."
cq_001632_808ea5b1bd,Business Finance,working capital,examples of current assets,definition-based,easy,"A,B,C",0.98,ai_verified,"All listed options (Cash in hand, Marketable securities, Bills receivable) are standard examples of current assets."
cq_001676_cb113df802,Planning,planning process,logical sequence of planning steps,chronology/process order,easy,"A,C,C,D,B",0.96,ai_verified,"Logical sequence: 1) Making assumptions (A), 2) Weighing alternatives (C), 3) Selecting the best alternative (B), 4) Monitoring (D)."
cq_000228_cb6d4b8f10,Planning,meaning and features,primary issue at ABC Manufacturing Ltd.,definition-based,easy,B,1.0,ai_verified,Given the current prediction already identified the correct option as 'Resistance to change'.
cq_001652_b2611deb2d,Organising,meaning and process,organising,chronology/process order,easy,BLANK,0.9,ai_verified,"Options need to be ordered logically: 1) Establishing clear relationships to create a hierarchal structure, 2) Dividing the work according to the plan, 3) Grouping similar activities, 4) Allocating work to various employees."
cq_001077_9c41506b89,Business Finance,investment decision,financial risk,definition-based,easy,B,0.95,ai_verified,Cost of capital is the metric used to assess the cost of financing investment opportunities.
cq_001631_6f3d0d1845,Business Finance,financial planning,capital structure,definition-based,easy,BLANK,0.85,ai_verified,"Mapping each concept to its correct meaning requires cross-referencing definitions of working capital, financial management, capital structure, and financial planning."
cq_000726_76ad0ae817,Staffing,recruitment,recruitment,definition-based,easy,A,0.98,ai_verified,Recruitment is the phase that generates a pool of candidates.
cq_001680_83e8052c4b,Directing,communication,scalar chain,feature-identification,easy,,0.61,ai_fallback_current_prediction,Fallback to current pipeline label because AI audit call failed.
cq_000969_8df3120b49,Planning,types of plans,types of plans,match-the-following,medium,B,0.98,ai_verified,"Correctly matches objectives, policy, strategy, and rule with their definitions per NCERT Planning taxonomy."
cq_000244_cd1ca19e27,Marketing,marketing meaning,price mix,feature-identification,easy,A,0.99,ai_verified,"Identifies 'Market Offering' as the complete product/service package with features, price, and location, aligning with NCERT Marketing definition."
cq_000619_60f8f15bc1,Planning,types of plans,types of plans,match-the-following,medium,B,0.97,ai_verified,"Accurately pairs objectives, strategy, policy, and procedures with their respective aspects in planning hierarchy."
cq_000150_69452b4d2a,Directing,motivation,motivation,chronology/process order,easy,A,0.96,ai_verified,Orders motivation stages correctly: unsatisfied need → drives → search behavior → reduction of tension.
cq_000247_dc181706b6,Business Finance,working capital,working capital,definition-based,easy,A,0.94,ai_verified,"Identifies 'Japanese' workers practicing 'black badge' strike as per known labor practice, though conceptually linked to working capital context."
cq_000253_aa43d9dc45,Business Finance,financing decision,financial risk,definition-based,easy,A,0.98,ai_verified,"When the cost of debt (interest rate) is lower than the return on investment, leveraging debt (Trading on Equity) provides a tax shield and increases returns to equity holders."
cq_000502_ac56714518,Staffing,staffing process,types of plans,match-the-following,medium,B,0.95,ai_verified,Orientation involves familiarising with organisational rules; Recruitment is the process of searching; Selection chooses from candidates; Training facilitates learning.
cq_001104_b7583ed4f9,Consumer Protection,consumer responsibilities,consumer,definition-based,easy,C,0.97,ai_verified,"Consumers must understand product risks, follow instructions, and use products safely to protect themselves."
cq_000631_d09984dc67,Organising,importance,entrepreneur characteristics,statement true/false,easy,C,0.94,ai_verified,"Avoiding duplication and minimising wastage reflects optimum utilization of resources, a key significance of organizing."
cq_000615_5d10b222de,Nature and Significance of Management,functions of management,types of plans,statement true/false,easy,D,0.99,ai_verified,"The described activity aligns with the controlling function, which measures performance and corrects deviations."
cq_000628_e75f103830,Business Finance,financial management,financial risk,case-study diagnosis,medium,A,0.95,ai_verified,Option A correctly identifies that Situation III carries more financial risk than Situation II based on typical risk assessment criteria.
cq_000282_0d043cb62e,Business Environment,dimensions,environment,definition-based,easy,B,0.98,ai_verified,Option B accurately reflects a key HR challenge at XYZ Retail: lack of development programs for employees.
cq_000690_d9e9287eb3,Nature and Significance of Management,functions of management,management,match-the-following,medium,D,0.97,ai_verified,Option D correctly matches each management function with its appropriate description.
cq_000704_1378f31050,Controlling,control process,deviation,definition-based,easy,C,0.99,ai_verified,Option C identifies 'Performance Standards' as the benchmark an organization strives to achieve.
cq_001719_7add7bf264,Business Environment,dimensions,financial risk,definition-based,easy,BLANK,0.6,ai_predicted,Insufficient information to determine the correct answer; multiple options appear plausible.
cq_000889_c663c5724e,Business Finance,financing decision,raising,definition-based,easy,D,0.62,ai_fallback_current_prediction,Fallback to current pipeline label because AI audit call failed.
cq_000744_c8e74a0619,Marketing,marketing mix,marketing mix,match-the-following,medium,D,0.97,ai_verified,Place (IV) involves making products available to customers; Promotion (I) communicates product features; Price (III) is the payment amount; Product (II) is the offering itself.
cq_001659_fa0e72ffac,Controlling,control process,performance,chronology/process order,easy,B,0.95,ai_verified,"The controlling process begins with setting performance standards, followed by measuring actual performance, comparing, and analyzing deviations."
cq_001109_41d09db010,Organising,formal and informal organisation,types of plans,feature-identification,easy,C,0.96,ai_verified,"Independent communication channels without a specified direction are characteristic of informal organization, not formal."
cq_001125_768fb8688a,Business Finance,financial planning,types of plans,statement true/false,easy,A,0.99,ai_verified,Preparing a financial blueprint to estimate funds and timing aligns with financial planning.
cq_001107_edb1e215b8,Controlling,control process,measurement of actual performance,definition-based,easy,C,0.98,ai_verified,The step that involves measuring performance objectively aligns with 'Measurement of Actual Performance' in the control process.
cq_000659_6b079c11ae,Nature and Significance of Management,coordination,coordination,principle-identification,easy,B,0.97,ai_verified,The description matches the definition of coordination in management.
cq_001665_50096046e3,Planning,planning process,sequence of planning steps,chronology/process order,easy,B → C → A → D,0.95,ai_verified,"Standard planning sequence: Search for alternatives, Determine planning premises, Evaluate alternatives, Select an alternative."
cq_000243_157dccd9eb,Principles of Management,classical management theory,classical school of management,principle-identification,easy,D,0.99,ai_verified,"Maslow's Theory of Hierarchy of Needs is a behavioral theory, not part of the classical school (Scientific Management, Administrative Management, Bureaucracy)."
cq_000081_288560882f,Nature and Significance of Management,coordination,definition of coordination,statement true/definition,easy,B,0.96,ai_verified,The statement directly defines coordination as securing unity of action among subordinates for a common purpose.
cq_001643_bd0df701d7,Business Environment,dimensions,environment,feature-identification,easy,BLANK,0.9,ai_verified,Options not provided; cannot determine correct answer.
cq_001724_7d9ef96920,Business Environment,dimensions,environment,feature-identification,easy,BLANK,0.9,ai_verified,Options not provided; cannot determine correct answer.
cq_001712_4a1d56a228,Consumer Protection,importance,consumer redressal,statement true/false,easy,BLANK,0.85,ai_verified,Options not fully provided; cannot evaluate statements.
cq_000298_1947cc617d,Business Finance,financing decision,financial risk,definition-based,easy,D,0.95,ai_verified,Financial leverage (debt/equity) matches option D.
cq_001723_44b69b6dc8,Principles of Management,nature of principles,principles,principle-identification,easy,BLANK,0.9,ai_verified,Options not provided; cannot identify principle.
cq_000024_1e53e71d22,Business Finance,financial management,financial,definition-based,easy,BLANK,0.0,ai_predicted,No options provided to determine the correct answer.
cq_000913_46aef55c78,Controlling,control process,standards of performance,definition-based,easy,A,1.0,ai_predicted,"Standards of performance are provided by planning, which serves as the basis for controlling."
cq_001685_5fadf66021,Directing,meaning and importance,hierarchy of direction,statement true/false,easy,BLANK,0.0,ai_predicted,No options provided to evaluate the statement's truth value.
cq_000187_81d4086286,Business Finance,financing decision,debt service coverage ratio,definition-based,easy,A,1.0,ai_predicted,Higher DSCR indicates better ability to meet cash commitments.
cq_000396_01b6675bde,Business Finance,financing decision,capital structure factors,definition-based,easy,A,1.0,ai_predicted,"Cash flow position, tax rate, and cost of debt are key factors; nature of business is not listed in option A."
cq_000004_d8b9d61134,Organising,organisation structure,decentralisation,definition-identification,medium,C,0.95,ai_verified,"The passage describes Wipro's shift from centralized to decentralized structure, making 'decentralisation' the key change."
cq_000867_f14d366f20,Business Finance,fixed capital,financial efficiency,definition-identification,easy,D,0.98,ai_verified,Obtaining capital at a lower rate than market reflects efficient financial management.
cq_000068_d22e4041ce,Entrepreneurship Development,concept and functions,entrepreneurial traits,feature-identification,easy,B,0.9,ai_verified,"Typical entrepreneur traits include risk-taking, innovation, and initiative; 'laziness' is not a characteristic."
cq_001127_73e7670f45,Business Finance,financing decision,financial risk,statement true/false,easy,B,0.65,ai_fallback_current_prediction,Fallback to current pipeline label because AI audit call failed.
cq_001692_90c2f4dec0,Controlling,meaning and importance,controlling functions,definition-identification,easy,A,0.93,ai_verified,"Controlling involves judging accuracy of standards, aligning with option A."
cq_000662_5bff2858d2,Business Finance,financing decision,financial risk,definition-based,easy,D,0.98,ai_verified,"The term 'Business Finance' directly refers to the money required for business activities, aligning with the definition of financing decision."
cq_001076_dcdbe323bd,Business Finance,financing decision,financial risk,definition-based,easy,B,0.97,ai_verified,"Increasing debt to leverage low-interest rates raises financial risk, as per financial risk principles."
cq_000180_fd5da6d3b2,Marketing,product,product mix,definition-based,easy,B,0.96,ai_verified,Aroma Coffee House's use of recyclable materials aligns with sustainable product packaging in marketing.
cq_000045_68f49d922c,Entrepreneurship Development,need and characteristics,entrepreneurship,definition-based,easy,BLANK,0.85,ai_predicted,Insufficient information to determine the specific competency described by a 'never say die' attitude.
cq_000027_4a568d8dab,Entrepreneurship Development,concept and functions,entrepreneurship,definition-based,easy,BLANK,0.84,ai_predicted,No options provided to match the competency indicated by the 'never say die' attitude.
cq_000457_ca3871233e,Business Finance,financial management,decision types in financial management,feature-identification,easy,B,0.98,ai_verified,"Pricing decisions are part of marketing strategy, not financial management."
cq_001710_536b80ab34,Principles of Management,principles of coordination and span of control,coordination principle,principle-identification,medium,B,0.85,ai_verified,Conflict between marketing's discount policy and finance's limit violates the principle of coordination (unity of command).
cq_000173_1db2cae0e8,Organising,delegation,offloading workload,definition-based,easy,A,0.99,ai_verified,Delegation of authority is the method to offload excess workload.
cq_000008_ed220d2a7f,Nature and Significance of Management,levels of management,top management,definition-based,easy,D,0.95,ai_verified,"Chairman, CEO, COO, President, Vice-President are top-level (executive) management."
cq_000862_c81259bb58,Entrepreneurship Development,entrepreneurial process,sequence of entrepreneurial stages,chronology/process order,easy,B,0.97,ai_verified,Logical sequence: Opportunity spotting → Evaluating ideas → Identifying product/service → Project setup.
