canonical_question_id,duplicate_group_size,years,sources,source_urls,question_text
cq_000499_cd6bf9c53f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"The following are techniques of Scientific Management, except:

1. Functional foremanship
2. Standardisation
3. Differential piece wage system
4. Initiative"
cq_000500_fc08621085,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Identify the correct sequence of controlling process

(A) Identifying the deviations from the standards established.

(B) Measuring the performance of the employees.

(C) If there are deviations, corrective action is called for.

(D) Establishment of standards or targets against which the actual performance is measured.

Choose the correct answer from the options given below:"
cq_000501_efe358ffe0,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Communication barriers include:

(A) Status

(B) Technical jargon

(C) Faulty translation

(D) Distrust

Choose the correct answer from the options given below:"
cq_000502_ac56714518,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (A) Orientation | (I) choosing from among the pool of the prospective job candidates |
| (B) Recruitment | (II) facilitate employee learning |
| (C) Training and Development | (III) process of searching for prospective employees |
| (D) Selection | (IV) familiarising the person with the rules and policies of the organisation |

Choose the correct answer from the options given below:"
cq_000503_b477dc347b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,The function of management that requires taking decisions since it involves making a choice from alternative courses of action is known as:
cq_000504_503e54d8cc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Controlling and ________ are the inseparable twins of management.
cq_000505_4e19b94721,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Which of the following is NOT a need under Maslow's Need Hierarchy Theory of Motivation?
cq_000506_46454486c1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,The mix between debt and owners fund is known as:
cq_000507_78eb42a3f3,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"The following are part of entrepreneurial motivation, except:

1. Need for Achievement (N-Ach.)
2. Need for Power (N-Pow)
3. Need for Affiliation (N-Aff.)
4. Need for Profit (N-Pro)"
cq_000508_9d1454920b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Which of the following are the objectives of Financial Planning?

(A) To ensure availability of funds whenever required.

(B) To see that the firm does not raise funds unnecessarily.

(C) Helps to cope with business shocks.

(D) Helps in minimizing cost of production.

Choose the correct answer from the options given below:"
cq_000509_33235cb8d0,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"""A variety of programmes designed to promote or protect a company's image and its individual products in the eyes of the public"". This tool of promotion mix is:"
cq_000510_4f9bbed536,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Identify the potential limitations of Planning:

(A) It increases the creativity.

(B) Managers have poor planning knowledge and skills.

(C) Sometimes plans to be drawn up take too much time.

(D) The costs incurred sometimes may not justify the benefits derived from the plans.

Choose the correct answer from the options given below:"
cq_000511_c58520a8ee,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,The objections to advertising do not include:
cq_000512_57eb8b8cc6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Other things remaining the same, an increase in the tax rate on corporate profits will:"
cq_000513_5c92e58b3c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"____________ is the orderly synchronization of group efforts to provide unity of action, in the pursuit of a common purpose."
cq_000514_0b839f190e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (A) Formal Organisation | (I) Related and similar work is done in one department under one executive. |
| (B) Functional Organisation | (II) Enterprises which have more than one category of products to offer. |
| (C) Informal Organisation | (III) It refers to the organization which is deliberately designed. |
| (D) Divisional Organisation | (IV) Refers to a network of social relationships. |

Choose the correct answer from the options given below:"
cq_000515_af6f267819,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Which of the following is not a feature of management as an art?
cq_000516_71e8476e77,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"The importance of controlling function of management includes:

<ul>
<li>(A) Improves employee motivation</li>
<li>(B) Accomplishes organizational objectives</li>
<li>(C) Facilitates coordination</li>
<li>(D) Initiates action in the organisation</li>
</ul>

Choose the correct answer from the options given below:"
cq_000517_8974eac088,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Performing activities correctly and at a minimum cost is called:
cq_000518_3e2e513409,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (A) Political Environment | (I) Agricultural and industrial production trends |
| (B) Economic Environment | (II) Educational system and literacy rates |
| (C) Legal Environment | (III) Government regulations to protect consumer's interests |
| (D) Social Environment | (IV) The extent and nature of government intervention in business |

Choose the correct answer from the options given below:"
cq_000519_07b5215030,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"""Producing goods of predetermined specifications which helps in achieving uniformity and consistency in the output"". This statement is related to:

1. Standardisation
2. Grading
3. Packaging
4. Labelling"
cq_000520_31845002c4,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Expansion of transportation and communication facilities is an example of:
cq_000521_ee7af7b458,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Choose the correct order in the process of setting up a business. <ol type=""A""><li>Scanning the environment for entrepreneurial opportunities</li><li>Assessment of feasibility of the idea and preparation of a business plan</li><li>Development of product/service</li><li>Appraisal by the funding agencies</li></ol> Choose the correct answer from the options given below:"
cq_000522_45ca888d79,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Identify the correct steps involved in the process of organizing.<br><br>(A) Allotment of Duties<br><br>(B) Establishing authority and reporting relationship<br><br>(C) Departmentalization<br><br>(D) Identification and Grouping of work<br><br>Choose the correct answer from the options given below:
cq_000523_6d6a0702e9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (A) Management of work | (I) The functions of management are simultaneously performed by all the managers all the time. |
| (B) Management of operations | (II) The task of management is to make people work towards achieving the organisation's goals. |
| (C) Management is a continuous process | (III) Management translates the work in terms of goals to be achieved and assigns the means to achieve it. |
| (D) Management of people | (IV) The production process requires input material and technology for transforming this input into desired output. |

Choose the correct answer from the options given below:"
cq_000524_e24c84e52f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,The tendency to withhold a larger proportion of formal authority at higher levels of the management hierarchy is called:
cq_000525_482f5c707d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,The process of assigning authority and responsibility to one's subordinates to manage a project is called:
cq_000526_4619c36e2d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Which of the following is not a feature of business environment?
cq_000527_782a7466e6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,What is a key benefit of Infosys's employee referral program?
cq_000528_cdc4f1183e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Why does Infosys include human resources in its balance sheet?
cq_000529_74e9c0a3bd,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,What method does Infosys use to prepare employees for future roles?
cq_000530_57444d7e21,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,What is a major challenge for Infosys in its staffing strategy?
cq_000531_c2bf6458f9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,"The term ""Recruitment"" in the case study implies:"
cq_000532_89c266d4da,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Where did Ananya file her complaint?
cq_000533_37a33238cf,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,What violation was the store found guilty of?
cq_000534_8194b97c3d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,What legal remedy Ananya can avail for resolving her issue?
cq_000535_b84f0f2946,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,Which consumer right ensures that consumers can seek compensation for unfair practices?
cq_000536_981343ed4c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8,What action did Ananya first take against the store?
cq_000537_cb6c9783c7,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,The process of producing goods as per predetermined specifications is known as:
cq_000538_a090e66cf6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not the importance of controlling?
cq_000539_4982b2d55e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Systematically arrange (bottom to top) these organizational examples according to Maslow's need hierarchy theory:

(A) Pension plan

(B) Basic salary

(C) Job title

(D) Cordial relationships with colleagues

Choose the correct answer from the options given below:"
cq_000540_cb4747ebdb,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Dimensions of business environment | Examples |
| (A) Social environment | (I) Smoking bans in restaurants, shopping malls and public parks can have a significant impact on business. |
| (B) Political environment | (II) Higher cost of production will tend to force prices to go up. |
| (C) Economic environment | (III) The nature of the relationship of India with its neighboring countries. |
| (D) Legal environment | (IV) A common trend is the increasing movement of young workers to cities away from rural areas. |

Choose the correct answer from the options given below:"
cq_000541_ab2c603370,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Which of the following are not the correct differences between Fayol's principle of management and Taylor's principle of scientific management?
(A) Fayol's principles are applicable in specialized situations, but Taylor's principles are universally applicable.
(B) Fayol's perspective is top level management, but Taylor's perspective is the shop floor level of a factory.
(C) Fayol's principles increase the productivity of the organisation, but Taylor's principles improve the overall administration of the organisation.
(D) Fayol was a practitioner whereas Taylor was a scientist.
Choose the correct answer from the options given below:"
cq_000543_a4d51bcd3e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Arrange the following steps of the staffing process in a correct sequence:

(A) Performance Appraisal

(B) Training and Development

(C) Placement and Orientation

(D) Recruitment and Selection

Choose the correct answer from the options given below:"
cq_000545_4ddd113671,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Match List-I with List-II

| List-I<br>Features of business environment | List-II<br>Applications |
| --- | --- |
| (A) Dynamic nature | (I) Difficult to know the relative impact of the social environment on changes in demand for a product. |
| (B) Inter-relatedness | (II) Entry of new competitors in the market. |
| (C) Complexity | (III) New health products have changed people's lifestyles. |
| (D) Relativity | (IV) Demand for sarees may be fairly high in India, whereas it may be almost non-existent in France. |

Choose the correct answer from the options given below:"
cq_000546_980eecd192,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""All departments and individuals are interdependent and they have to depend on each other for information to perform their activities"". Identify the importance of coordination stated in the above lines?"
cq_000547_89f1429faa,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,The objective of financial management is to maximize the current price of equity shares of the company. This concept is:
cq_000548_639b39c334,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Prithvi, who is the chief executive officer of Tech Enterprise, is responsible for the welfare and survival of the organization. Identify the level of management Prithvi belongs to?"
cq_000549_15fb80d6ce,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Making an investment in long term asset is related to:
cq_000550_eff7728f05,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Arrange the following steps of controlling process in a correct sequence:

(A) Comparison of actual performance with standards

(B) Setting standards

(C) Analysis of deviations and taking corrective action

(D) Measuring actual performance

Choose the correct answer from the options given below:"
cq_000551_f40ffad712,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following statement is not correct for branding?
cq_000552_970989bb25,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""The process of increasing the knowledge and skills of an employee for doing a particular job"" is known as:"
cq_000553_ca49fa5b55,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Which of the following is the correct distinction between delegation and decentralization?
(A) Delegation is a result of the policy decision of top management, whereas decentralization is a process.
(B) Delegation is a process, whereas decentralization results from the policy decisions of top management.
(C) Delegation is an optional decision and decentralization is compulsory.
(D) In delegation, there is more control by the superior, whereas in decentralization, there is less control over executives.

Choose the correct answer from the options given below:"
cq_000554_62c5c34098,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not a demerit of external source of recruitment?
cq_000555_c20dd86e58,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not a non-financial incentive?
cq_000556_44bcbc4988,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""Recognition of achievement"" is an organisational example related to which need of Maslow's Need Hierarchy Theory?"
cq_000557_883343c455,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""To become a chartered accountant in India, a candidate has to clear a specified examination"".

This is an example of which characteristic of Management as a profession?"
cq_000558_9f0a1c767a,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following capital is required for funding the day-to-day operations of the business?
cq_000559_96790ba1fc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following statement is not correct for Public Relations?
cq_000560_9ef4e59d6b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Identify the correct sequence of the organizing process.

(A) Assignment of duties

(B) Identification and division of work

(C) Establishing authority and reporting relationship

(D) Departmentalization

Choose the correct answer from the options given below:"
cq_000561_db1b3f324d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following management function helps in keeping track of the progress of the activities?
cq_000562_e0d9edc5dc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Which of the following statements are correct regarding importance of leadership?

(A) Leadership influences the behaviour of people.

(B) A leader persuades people not to accept changes.

(C) A good leader does not allow his followers to ventilate their feelings.

(D) Leaders provide training to their subordinates.

Choose the correct answer from the options given below:"
cq_000563_60994f77df,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Which concept of management ensures that ""every individual effort contributes to the organizational performance""?"
cq_000564_88a7b5d7bf,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""The number of subordinates that can be effectively managed by a superior"" is referred to as:"
cq_000565_be587e7084,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""Management should not close its ears to any constructive suggestions made by the employees"". Which principle of Scientific Management is referred here?"
cq_000566_bb358c9e11,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not a standing plan?
cq_000567_d5db72c309,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Amita has a one-year-old son, and she is more conscious about her baby's health, so she avoids packaged food. Identify the feature of the business environment reflected here."
cq_000569_12d3544c56,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Foreman | Meaning |
| --- | --- |
| (A) Cost Clerk | (I) To ensure discipline. |
| (B) Instruction Card Clerk | (II) To specify the route of production. |
| (C) Route Clerk | (III) To prepare the cost sheet. |
| (D) Disciplinarian | (IV) To draft instructions for the workers. |

Choose the correct answer from the options given below:"
cq_000570_e875e4f36d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following Fayol's principle of management advocates that workers should be encouraged to develop and carry out their plans for improvements?
cq_000571_77b7aadb29,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Categories of products | Examples |
| (A) Industrial products | (I) Rare collection of artwork and antiques. |
| (B) Convenience products | (II) Raw materials, installations, equipment. |
| (C) Speciality products | (III) Jewelry, radio, furniture. |
| (D) Shopping products | (IV) Medicines, newspapers, toothpaste. |

Choose the correct answer from the options given below:"
cq_000572_f409373448,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not included in Entrepreneurial motivation?
cq_000573_8ee1fe0864,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Concept of delegation | Meaning |
| (A) Authority | (I) To oversee the work of others. |
| (B) Accountability | (II) Right to command. |
| (C) Delegation | (III) A process followed to share tasks. |
| (D) Supervision | (IV) Obligation to perform the responsibility. |

Choose the correct answer from the options given below:"
cq_000574_5433e6273f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Which of the following are the limitations of Planning?

(A) Planning leads to rigidity

(B) Planning reduces creativity

(C) Planning involves huge costs

(D) Planning does not work in a dynamic environment

Choose the correct answer from the options given below:"
cq_000575_523c4e9fa9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"""Planning without controlling is meaningless and controlling without planning is blind"". Which of the following statements advocate this statement:
(A) Planning and controlling are separable twins of management.
(B) Planning and controlling are inseparable twins of management.
(C) Planning is evaluative, whereas controlling is prescriptive.
(D) Planning based on mere assumptions makes controlling easier and more effective.
Choose the correct answer from the options given below:"
cq_000576_a783278d3c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not the basic feature of an entrepreneur?
cq_000577_6ab5e296a0,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which element of the marketing mix influences Amit's choice of high-footfall locations?
cq_000578_337b89c229,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,What pricing strategy is Amit using for regular cookies?
cq_000579_bd865c2819,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,What is the overall goal of the marketing mix?
cq_000580_879c57458e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,What does Amit's promotion strategy include?
cq_000581_b2255e022c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is NOT a part of the 4Ps of the marketing mix?
cq_000582_8d0ffa36f1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following right was exercised by Sushma at the first instance?
cq_000583_69af3c8013,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following is not a ways/means of consumer protection?
cq_000584_1e2d4ab5bb,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following right helped Sushma to get compensation?
cq_000585_43bd971ac1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,"Under Consumer Protection Act 2019, which is the appropriate authority from where Sushma could seek redressal?"
cq_000586_ff6aa8f495,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9,Which of the following responsibility has been fulfilled by Sushma in the aforesaid case?
cq_000587_5811d0d340,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,Taylor believed that contemporary management was amateurish and should be studied as a discipline. He is known for the coinage of the term âScientific Managementâ in his article âThe Principles of Scientific Managementâ published in the year ________.
cq_000588_5828259588,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""Every manager can direct his immediate subordinates and take instructions from his immediate boss"". Identify the feature of directing highlighted in the aforesaid statement."
cq_000589_12a03ec465,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"The components of the Economic Environment are:

(A) Expansion of transportation and communication facilities

(B) Money supply in the economy

(C) Public debt (internal and external)

(D) Planned outlay in private and public sectors

Choose the correct answer from the options given below:"
cq_000590_43253e0b95,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""Following a pre-decided plan, when circumstances have changed, may not turn out to be in the organisations interest."" Identify the limitation of planning highlighted in the aforesaid statement."
cq_000591_2a37976bc0,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""The process whereby an executive develops an orderly pattern of group efforts among his subordinates and secures unity of action in the pursuit of a common purpose"". Identify the concept of management highlighted in the aforesaid statement."
cq_000592_2114fb9116,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Informal organisation can be better understood with the help of the following features:

(A) An informal organisation originates from within the formal organisation as a result of personal interaction among employees.

(B) The standards of behavior evolve from group norms rather than officially laid down rules and regulations.

(C) Independent channels of communication without specified direction of flow of information are developed by group members.

(D) It has a definite structure or form because it is a complex network of social relationships among members.

Choose the correct answer from the options given below:"
cq_000593_866e0b20cf,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""Electrical appliances which are manufactured with substandard products or do not conform to the safety norms might cause serious injury. Thus, consumers are educated that they should use electrical appliances which are ISI marked as this would be an assurance of such products meeting quality specifications."" Identify the consumer right highlighted in the aforesaid statement."
cq_000594_d5ea20e52a,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"The process of controlling involves the following steps:

(A) Measurement of actual performance

(B) Setting performance standards

(C) Analysis of deviations and taking corrective action

(D) Comparison of actual performance with standards

Choose the correct answer from the options given below:"
cq_000595_a6a2b3e51f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,Which process is referred to as the process of learning opportunities designed to help employees grow?
cq_000596_e6a94431ae,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Current assets are usually more liquid but contribute less to the profits than fixed assets. Examples of current assets are:

(A) Cash in hand/Cash at the Bank
(B) Marketable securities
(C) Bills receivable
(D) Finished goods inventory

Choose the correct answer from the options given below:"
cq_000597_82b04580ba,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""Companies use sales promotion tools specifically designed to promote, like product combinations, dealer discounts and dealer incentives"".
Which tool of promotion is highlighted in the aforesaid statement?"
cq_000598_976fade088,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""In company Ace Itd, if the plans lay down a 2 percent increase in labor cost as an acceptable range of deviation, only an increase in labor cost beyond 2 percent should be brought to the notice of the management. However, in case of major deviation from the standard (say, 5 percent), the matter has to receive immediate action from management on a priority basis"". Identify the concept of management highlighted in the aforesaid statement."
cq_000599_e32f003a05,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,The factors affecting the price decision does not include:
cq_000600_fa4b11f170,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Identify the correct role of consumer organizations and NGOs played by them, for the protection and promotion of consumers' interests."
cq_000601_004aecf9dc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"The senior-most executives of the organisation are usually referred to as the chairman, the chief executive officer, chief operating officer, president and vice-president. They belong to which level of management ?"
