canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_000258_04455e1815,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,match-the-following,unity of command,0.75,false
cq_000259_549fb7d05b,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,control,0.99,false
cq_000260_ba68c467f5,Marketing,pricing,Pricing,,,pricing; price; price mix; skimming; penetration,definition,definition-based,price mix,0.79,false
cq_000261_3128ad8022,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.83,false
cq_000262_4fb8510fe8,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,division of work,0.99,false
cq_000263_3ef915808e,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.76,false
cq_000264_1c28880024,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.97,false
cq_000265_65a452551e,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,chronology/process order,working capital,0.49,true
cq_000266_9c7c565890,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,definition-based,promotion mix,0.99,false
cq_000267_f002658f4d,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,feature-identification,delegation,0.99,false
cq_000268_4e2d1995d9,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.99,false
cq_000269_3c6434f4ee,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,management,0.72,true
cq_000270_2eda78d315,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,types of plans,0.57,true
cq_000271_42316304d2,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,equity,0.99,false
cq_000272_e65a23f90e,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,match-the-following,management,0.59,true
cq_000273_c89a66de45,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,performance,0.92,false
cq_000274_29f3fed428,Entrepreneurship Development,process,Process,,,sensing opportunity; environment scanning; feasibility study; business plan; enterprise launch; growth,process,definition-based,entrepreneurship,0.75,true
cq_000275_b9bf42a2b2,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,communication barriers,0.66,true
cq_000276_e15beead8f,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,match-the-following,selection,0.77,false
cq_000277_fd1e8ca017,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,definition-based,financial risk,0.72,true
cq_000278_2661ebe0ac,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,chronology/process order,financial risk,0.81,false
cq_000279_02c1d0ebcb,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.82,false
cq_000280_6bb45fe068,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,types of plans,0.99,false
cq_000281_ddfecf59d9,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.67,true
cq_000282_0d043cb62e,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.62,true
cq_000283_40569dd2fb,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,training,0.92,false
cq_000284_b1840f86ab,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.75,false
cq_000285_b949242d1a,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,feature-identification,recruitment,0.85,false
cq_000286_1e76b733b8,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.73,true
cq_000287_952e73737b,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,match-the-following,types of plans,0.60,true
cq_000288_aa8be6ac8d,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,feature-identification,training,0.99,false
cq_000289_5d2ef5cc23,Controlling,objectives of standardisation,Objectives Of Standardisation,,,,definition,feature-identification,types of plans,0.35,true
cq_000290_63a3b469fa,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,feature-identification,delegation,0.92,false
cq_000291_4a58d452cf,Marketing,pricing,Pricing,,,pricing; price; price mix; skimming; penetration,definition,definition-based,price mix,0.99,false
cq_000292_8e0272d871,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,chronology/process order,types of plans,0.88,false
cq_000293_4dc70f9245,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,match-the-following,unity of command,0.99,false
cq_000294_e2e329f26c,Entrepreneurship,Motivation for Entrepreneurship,Motivation For Entrepreneurship,,,,definition,definition-based,entrepreneurship,0.35,true
cq_000295_28e2e290f0,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,equity,0.66,true
cq_000296_ee25dfd725,Business Environment,importance of environment,Importance Of Environment,,,early warning; opportunities; threats; coping with rapid changes; planning and policy,definition,definition-based,types of plans,0.80,false
cq_000297_89e045b90c,Entrepreneurship Development,process,Process,,,sensing opportunity; environment scanning; feasibility study; business plan; enterprise launch; growth,process,chronology/process order,development,0.74,true
cq_000298_1947cc617d,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.63,true
cq_000299_9fe4e9c0cb,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,types of plans,0.84,false
cq_000300_88512914ea,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,communication barriers,0.99,false
cq_000301_735d4e5c1c,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,consumer rights,0.99,false
cq_000302_950ed29551,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,structure,0.99,false
cq_000303_1b6df5faaa,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,management,0.99,false
cq_000304_b6333327db,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.77,false
cq_000305_06bd404a06,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,chronology/process order,activities,0.80,false
cq_000306_ec91efab4f,Planning,meaning and features,Meaning And Features,,,planning; primary function; intellectual process; future oriented; pervasive,process,statement true/false,planning,0.57,true
cq_000307_4df9078957,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,training,0.99,false
cq_000308_be02500d3d,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.99,false
cq_000309_e1fa1de291,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,feature-identification,unity of command,0.91,false
cq_000310_2edfe80990,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,feature-identification,leadership style,0.99,false
cq_000311_0e286d074e,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,feature-identification,consumer rights,0.99,false
cq_000312_ea9af4cee2,Nature and Significance of Management,coordination,Coordination,,,coordination; essence of management; integrates group efforts,definition,feature-identification,coordination,0.99,false
cq_000313_c8834d1154,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,definition-based,delegation,0.99,false
cq_000314_a6ec8183e6,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,match-the-following,types of plans,0.99,false
cq_000315_50f569e27f,Consumer Protection,NGOs and relief,Ngos And Relief,,,non-government organisation; ngo; consumer organisation; relief; compensation,definition,case-study diagnosis,entrepreneur characteristics,0.58,true
cq_000316_7a9182f2e0,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,chronology/process order,communication,0.99,false
cq_000317_c8ac4a852c,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,match-the-following,management,0.94,false
cq_000318_8e09a9499e,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,feature-identification,recruitment,0.99,false
cq_000319_388eab70be,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,definition-based,leadership style,0.99,false
cq_000320_8a2d5b4fb2,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,definition-based,delegation,0.80,false
cq_000321_6f3a3414a7,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,investment,0.72,true
cq_000322_f471ef22e4,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,feature-identification,working capital,0.99,false
cq_000323_4852992e08,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,definition-based,money,0.74,true
cq_000324_b360f0c73a,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.99,false
cq_000325_09fbdac267,Organising,decentralisation,Decentralisation,,,decentralisation; centralisation; decision making authority; initiative,definition,definition-based,centralisation/decentralisation,0.99,false
cq_000326_414bc24093,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,types of plans,0.91,false
cq_000327_2215a4612d,Nature and Significance of Management,coordination,Coordination,,,coordination; essence of management; integrates group efforts,definition,case-study diagnosis,management,0.37,true
cq_000328_827e645e73,Nature and Significance of Management,social objective,Social Objective,,,,definition,case-study diagnosis,types of plans,0.35,true
cq_000329_eb6a5bb7ed,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,entrepreneur characteristics,0.42,true
cq_000330_2681fd6ea7,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,training,0.99,false
cq_000331_5db5e4b926,Production and Operations Management,Economies of Scale,Economies Of Scale,,,,definition,case-study diagnosis,production,0.35,true
cq_000332_5a7c18f23b,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.99,false
cq_000333_5ad0dfce78,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.90,false
cq_000334_e8a866cd42,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.99,false
cq_000335_7b3c4026c7,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.91,false
cq_000336_041d1ab9f7,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.99,false
cq_000337_50368bcc12,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.47,true
cq_000338_4890cce6da,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,definition-based,types of plans,0.99,false
cq_000339_ccebcc6153,Entrepreneurship Development,competencies and values,Competencies And Values,,,entrepreneurial competencies; values; motivation; achievement; problem solving,definition,definition-based,entrepreneur characteristics,0.78,false
cq_000340_541f07ae1e,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,feature-identification,entrepreneur characteristics,0.81,false
cq_000341_240385d3d6,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.59,true
cq_000342_8c7feb78b0,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,feature-identification,types of plans,0.57,true
cq_000343_934e1b9272,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.99,false
cq_000344_3f86aec768,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,chronology/process order,planning,0.99,false
cq_000345_7d7bbf081c,Planning,importance,Importance,,,importance of planning; reduces uncertainty; reduces overlapping; innovative ideas; decision making,definition,feature-identification,planning,0.96,false
cq_000346_e5a4cab23c,Principles of Management,nature of principles,Nature Of Principles,,,principles of management; general guidelines; flexible; contingent; behavioural,principle,case-study diagnosis,principles,0.99,false
cq_000347_b2bc87ea8e,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,match-the-following,division of work,0.99,false
cq_000348_5616d59174,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.99,false
cq_000349_175987605b,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,case-study diagnosis,financial risk,0.98,false
cq_000350_35bb06138d,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.99,false
cq_000351_4eac2014b8,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of command,0.76,false
cq_000352_e0195c9ee9,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,management,0.86,false
cq_000353_ed34be5b19,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,statement true/false,controlling,0.92,false
cq_000354_36b1cc7acf,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,statement true/false,promotion mix,0.99,false
cq_000355_b4e16a9ce8,Marketing,channels of distribution,Channels Of Distribution,,,channel of distribution; middlemen; wholesaler; retailer; physical distribution,definition,definition-based,place/channel,0.86,false
cq_000356_3161dcd8ed,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,communication,0.99,false
cq_000357_56fa8426db,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,performance,0.92,false
cq_000358_20d688c600,Organising,decentralisation,Decentralisation,,,decentralisation; centralisation; decision making authority; initiative,definition,definition-based,centralisation/decentralisation,0.52,true
cq_000359_6a0243cab1,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,case-study diagnosis,training,0.99,false
cq_000360_26a30a66fe,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,types of plans,0.82,false
cq_000361_d3bf10db05,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,match-the-following,types of plans,0.90,false
cq_000362_fdd9da4622,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,centralisation/decentralisation,0.99,false
cq_000363_6f8258876c,Marketing,channels of distribution,Channels Of Distribution,,,channel of distribution; middlemen; wholesaler; retailer; physical distribution,definition,chronology/process order,place/channel,0.99,false
cq_000364_fbaa81be59,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.46,true
cq_000365_fbdf83e98c,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,consumer rights,0.99,false
cq_000366_57d6634b3f,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,case-study diagnosis,structure,0.99,false
cq_000367_fb1024f5bf,Entrepreneurship Development,concept and functions,Concept And Functions,,,entrepreneurship; entrepreneur; risk bearing; innovation; organisation building,definition,feature-identification,entrepreneur characteristics,0.88,false
cq_000368_3fa4d62c54,Directing,leadership,Leadership,,,leadership; leader; autocratic; democratic; laissez faire; qualities of leader,definition,definition-based,leadership style,0.99,false
cq_000369_55dec0a25c,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,structure,0.99,false
cq_000370_0e5b17b48c,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,place/channel,0.94,false
cq_000371_f543ec4ee7,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,working capital,0.73,true
cq_000372_01edb7f4a7,Business Finance,fixed capital,Fixed Capital,,,fixed capital; nature of business; scale of operations; technology upgradation; financing alternatives,feature,definition-based,financial risk,0.82,false
cq_000373_612ac6859d,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,selection,0.92,false
cq_000374_5b5ef32154,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,maximization,0.99,false
cq_000375_de2aa40eff,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,capital structure,0.57,true
cq_000376_14d671dc3e,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,match-the-following,selection,0.77,false
cq_000377_95496d1eff,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,definition-based,maslow hierarchy,0.99,false
cq_000378_8af0696146,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,definition-based,maslow hierarchy,0.99,false
cq_000379_bfcbb63988,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,definition-based,maslow hierarchy,0.99,false
cq_000380_2ee74f0070,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,definition-based,maslow hierarchy,0.99,false
cq_000381_e23fb058eb,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,definition-based,maslow hierarchy,0.99,false
cq_000382_d5aa919f81,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,statement true/false,environment,0.99,false
cq_000383_296aceaa3b,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.99,false
cq_000384_7926a1fb89,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,statement true/false,environment,0.99,false
cq_000385_c8d62c7f88,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,feature-identification,environment,0.99,false
cq_000386_81731b709e,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,dimension,0.99,false
cq_000387_0b32f96ce0,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,management,0.99,false
cq_000388_51f7fd30dd,Directing,leadership,Leadership,,,leadership; leader; autocratic; democratic; laissez faire; qualities of leader,definition,definition-based,types of plans,0.56,true
cq_000389_eb5e8cda17,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,case-study diagnosis,consumer,0.84,false
cq_000390_3be340d02d,Marketing,channels of distribution,Channels Of Distribution,,,channel of distribution; middlemen; wholesaler; retailer; physical distribution,definition,case-study diagnosis,place/channel,0.84,false
cq_000391_417074cddf,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,communication barriers,0.99,false
cq_000392_d383b7ca75,Entrepreneurship Development,concept and functions,Concept And Functions,,,entrepreneurship; entrepreneur; risk bearing; innovation; organisation building,definition,feature-identification,types of plans,0.53,true
cq_000393_69019b0b71,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,types of plans,0.79,false
cq_000394_4de533f762,Principles of Management,nature of principles,Nature Of Principles,,,principles of management; general guidelines; flexible; contingent; behavioural,principle,statement true/false,nature,0.99,false
cq_000395_d9fe636f6f,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,case-study diagnosis,promotion mix,0.99,false
cq_000396_01b6675bde,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.64,true
cq_000397_88fb202928,Marketing,Classification of products,Classification Of Products,,,,definition,match-the-following,products,0.36,true
cq_000398_1157fe6242,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,management,0.99,false
cq_000399_2b1e241f3f,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,example-to-concept,communication barriers,0.99,false
cq_000400_339701a1e8,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,match-the-following,product mix,0.99,false
cq_000401_625e035424,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,match-the-following,financial risk,0.81,false
cq_000402_b005c50450,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.99,false
cq_000403_c199ab297f,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,feature-identification,management,0.99,false
cq_000404_fc8e49cc05,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,definition-based,types of plans,0.92,false
cq_000405_3369728b9c,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.72,true
cq_000406_e37ba7b77f,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,chronology/process order,maslow hierarchy,0.93,false
cq_000407_0ffd22b151,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,definition-based,working capital,0.92,false
cq_000408_9d4aca09e9,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,equity,0.55,true
cq_000409_e7f20e7af8,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.99,false
cq_000410_08ea1553ed,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,performance,0.99,false
cq_000411_c927fb1f3f,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,planning,0.99,false
cq_000412_9aba8b6fa1,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,types of plans,0.80,false
cq_000413_dfd63ed0bf,Planning,importance,Importance,,,importance of planning; reduces uncertainty; reduces overlapping; innovative ideas; decision making,definition,match-the-following,planning,0.99,false
cq_000414_c4e0b4ec17,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,recruitment,0.99,false
cq_000415_c72bce09cb,Business Finance,Capital Structure,Capital Structure,,,,definition,definition-based,types of plans,0.33,true
cq_000416_e65885e2a8,Planning,limitations,Limitations,,,limitations of planning; rigidity; dynamic environment; creativity; time consuming; false sense of security,definition,definition-based,entrepreneur characteristics,0.99,false
cq_000417_9d42a0f577,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,delegation,0.99,false
cq_000418_4f589d022b,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.99,false
cq_000419_50d5b61b48,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,definition-based,selection,0.99,false
cq_000420_70d2533e30,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,chronology/process order,division of work,0.99,false
cq_000421_7b40b3e1a9,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,communication,0.74,true
cq_000422_a5119254cb,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,definition-based,promotion mix,0.99,false
cq_000423_c6630be467,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,consumer rights,0.99,false
cq_000424_ff32c71add,Principles of Management,nature of principles,Nature Of Principles,,,principles of management; general guidelines; flexible; contingent; behavioural,principle,case-study diagnosis,training,0.99,false
cq_000425_4190237f7a,Entrepreneurship Development,concept and functions,Concept And Functions,,,entrepreneurship; entrepreneur; risk bearing; innovation; organisation building,definition,feature-identification,entrepreneurship,0.54,true
cq_000426_f7f8c6a1ce,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.99,false
cq_000427_e64bacaa3d,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,delegation,0.99,false
cq_000428_afff3b9d09,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,scalar chain,0.93,false
