canonical_question_id,importance_for_review,year,source,chapter,subtopic,micro_concept,question_type,question_pattern,difficulty_estimate,correct_option,final_confidence,micro_concept_confidence,micro_concept_note,taxonomy_mismatch,question_text,option_a,option_b,option_c,option_d,source_url
cq_000041_cf97dba986,0.6499999999999999,2025,Dubuddy CUET Business Studies solved papers linked file,Organising,divisional structure,divisional structure,statement true/false,statement true/false,hard,,0.35,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Q.47
Passage 2: The Software Giant – Wipro Technology
On the basis of the following passage, answer the Q. No. 46 to Q. No. 50
It’s not quite there yet, but the goal is certainly within reach. One of India’s
largest IT solutions providers, Wipro Technologies, is taking on the likes of
IBM and Accenture in its effort to be included among the largest and most
successful technology services companies in the world. Restructuring
Wipro was considered the most important step in becoming a global giant,
driven by the goal towards improved customer orientation. During the past
few months, Wipro separated itself into several subsidiaries by product
line: telecommunications, engineering, financial services, etc. Each
subsidiary brings in about $300 million in annual earnings and is self-
sufficient with their own accounting books, personnel and administrative
functions. This policy of company reduces the workload as well as
enhances productivity because of the specific workers performing a
specific job on a regular basis. Such a practice at Wipro further resulted in
avoidance of duplication of work, helps in preventing confusion and
minimising the wastage of efforts. Wipro shifted from a centralised to
decentralised management system. All responsibilities for growth lay with
the management of each entity. “We tried to de-layer the organisation and
empower our business leaders with a much higher degree of growth
responsibility,” said Premji. This practice gives the employee requisite time
to explore areas for growth and the opportunity to innovate thereby
strengthening the company’s competitive position. The authority dispersal
develops in the subordinate the ability to deal effectively with challenges
and helps them to realise their full potential.
“Wipro separated itself into several subsidiaries by product line:
telecommunications, engineering, financial services, etc”. On the basis of
the aforesaid statement, identify the organizational structure which is best
suited for the company?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf
cq_000952_d5f39a0b5f,0.6499999999999999,2025,AfterBoards CUET Business Studies PYQs linked file,Business Finance,Cost Classification,Cost Classification,definition-based,definition-based,easy,C,0.35,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"A sales manager's salary is Rs. 50,000, but he also receives a 2.5% commission if the sale increases from 3500 units.
Identify the type of cost highlighted here:",Fixed cost,Variable cost,Semi-variable cost,Total cost,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17
cq_000997_78e8ea691c,0.6499999999999999,2025,AfterBoards CUET Business Studies PYQs linked file,Nature and Scope of Business,Profession,Profession,feature-identification,feature-identification,easy,B,0.35,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Identify from the options given below, which is not the basic feature of a profession.",Professional Association,Universal Validity,Service Motive,Ethical Code of Conduct,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
cq_000002_43cc01710c,0.586,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,meaning and objectives,meaning and objectives,principle-identification,principle-identification,easy,,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.37
All the units of an organisation should move towards the same objectives
through coordinated and focused efforts. Identify this principle of
management.",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-16-05-2025-9_00AM-12_00PM.pdf
cq_000007_9bf3ad1ce5,0.593,2025,Dubuddy CUET Business Studies solved papers linked file,Controlling,control process,control process,chronology/process order,chronology/process order,easy,,0.92,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.12
Choose the correct order of controlling process.",Comparison of actual performance with standards,Setting performance standards & measurement of actual performance,Taking corrective action,Analysing deviations Choose the correct answer from the options given below:,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-16-05-2025-9_00AM-12_00PM.pdf
cq_000009_c1d969901f,0.586,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,meaning and objectives,meaning and objectives,definition-based,definition-based,easy,,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.14
Which of the following is a comprehensive plan for accomplishing
organizational objectives?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_000010_c7e2a14e1f,0.632,2025,Dubuddy CUET Business Studies solved papers linked file,Principles of Management,Fayol principles,Fayol principles,definition-based,definition-based,easy,,0.53,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.4
Which of the following is concerned with obtaining, utilizing and
maintaining a satisfactory and satisfied work force?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_000011_c6c21691ed,0.61,2025,Dubuddy CUET Business Studies solved papers linked file,Business Finance,financing decision,financing decision,definition-based,definition-based,medium,,0.75,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.47
Read the passage and answer the following questions:
GreenTech Solutions, a renewable energy company, focuses on achieving
financial stability and growth through robust financial management. The
company ensures efficient allocation of business finance to expand
operations, adopt new technology, and maintain a competitive edge. Its
financial planning is centered on long-term sustainability, balancing
profitability with eco-friendly initiatives.
 

--- Page 13 ---
To optimize its capital structure, GreenTech maintains a balanced mix of
debt and equity, minimizing the cost of capital while ensuring financial
flexibility. The firm undertakes thorough capital budgeting processes to
evaluate projects like setting up new solar farms, ensuring only viable
investments are pursued. Tools like Net Present Value (NPV) and Internal
Rate of Return (IRR) guide decision-making.
 
GreenTech's dividend decision aligns with its growth strategy. While
retaining a significant portion of earnings for reinvestment, the company
ensures consistent dividends to satisfy shareholders. This approach
strengthens investor confidence while funding expansion plans.
 
Efficient working capital management ensures smooth day-to-day
operations. By optimizing cash flow, managing inventory, and negotiating
favorable credit terms with suppliers, GreenTech avoids liquidity issues
while meeting short-term obligations.
 
Through prudent financial strategies, GreenTech achieves its goal of
profitability and sustainability, setting an example in the renewable energy
sector.
 
Which process evaluates the viability of long-term investment projects?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-13-05-2025-9_00AM-12_00PM.pdf
cq_000012_cda2075649,0.592,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,meaning and objectives,meaning and objectives,definition-based,definition-based,easy,,0.93,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.1
Planning is an important function of management which involves defining
the following:",Setting objectives,"Deciding on plans, actions and strategies to achieve organisational goals",Allocating and arranging resources,Motivating and inspiring people to perform better Choose the correct answer from the options given below:,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-13-05-2025-9_00AM-12_00PM.pdf
cq_000016_e958a5b882,0.628,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,features of management,features of management,definition-based,definition-based,easy,,0.57,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.23
Identify the management function focusing on assigning duties, grouping
tasks, establishing authority and allocating resources required to carry out",specific plan.,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf
cq_000018_121dcdd5b4,0.614,2025,Dubuddy CUET Business Studies solved papers linked file,Organising,meaning and process,meaning and process,chronology/process order,chronology/process order,easy,,0.71,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.34
Arrange the following in the correct sequence of the organizing process.",Grouping the activities into workable units,Workers are placed under the charge of an individual,Identification and classification of activities,Establishing a hierarchical structure and making provision for effective coordination Choose the correct answer from the options given below:,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf
cq_000026_ca4cbff2e8,0.627,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,meaning and objectives,meaning and objectives,feature-identification,feature-identification,hard,,0.58,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.46
Rahul is the CEO of BrightSpark Ltd., a company manufacturing LED
lighting solutions. The company recently launched a new line of smart LED
bulbs with advanced features, expecting a surge in demand. However, after
the launch, the sales were not meeting expectations, and employee morale
seemed low.
 
Firstly, Rahul identified that there was a lack of proper communication
between the marketing and production teams. He called a meeting to
clearly communicate the company’s goals and expectations for the new
product.
 
Rahul appointed Priya, a senior manager, to act as a supervisor for the
marketing team. Priya’s job was to oversee day-to-day activities, guide the
team, and resolve any conflicts. Her presence ensured that tasks were
completed on time and in alignment with the company’s objectives. She
also provided feedback and recognized the efforts of team members, which
boosted their morale.
 
Rahul implemented a reward system where employees exceeding their
targets would receive incentives. Additionally, training sessions were
organized to improve employees’ skills and confidence in handling the
advanced features of the new product.
Rahul identified that there was a lack of proper communication between
the marketing and production teams"". Which concept of management is
lacking here in these lines?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_000037_8ca4066900,0.596,2025,Dubuddy CUET Business Studies solved papers linked file,Staffing,training and development,training and development,definition-based,definition-based,easy,,0.89,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.29
In which method of on-the-job training, the trainee is kept under the
guidance of a master worker?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_000039_227b0b7b21,0.598,2025,Dubuddy CUET Business Studies solved papers linked file,Entrepreneurship Development,need and characteristics,need and characteristics,concept-to-example,concept-to-example,easy,,0.87,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.21
List–I
List–II
Entrepreneurial
Motivation
Explanation",Need for Affiliation (N–Aff.) (I) It is a desire for independence and being responsible and accountable to oneself,Need for Achievement (N– Ach.) (II) It is concerned about influencing people or the behavior of others for moving in the chosen direction,Need for Autonomy (N– Aut.) (III) Desire to carry on the tradition of business in the family and the community to which one belongs,Need for Power (N–Pow.) (IV) It implies a desire to accomplish something difficult Choose the correct answer from the options given below:,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_000040_bb0068c9ef,0.601,2025,Dubuddy CUET Business Studies solved papers linked file,Controlling,control process,control process,definition-based,definition-based,medium,,0.84,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.45
Aditi is the manager of a growing manufacturing company called
ShineTech Pvt. Ltd. The company specializes in producing eco-friendly
household appliances. Over the past year, the company has faced several
challenges, including delayed deliveries, inconsistent product quality, and
rising costs. These issues impacted customer satisfaction and reduced
profits.
To address these challenges, Aditi decided to strengthen the controlling
function in the organization. She introduced a system of performance
standards, clearly defined goals, and a method to regularly monitor
progress. For instance, production efficiency was set at 95%, customer
complaints were to be reduced by 20%, and delivery deadlines had to be
met 95% of the time. She ensured that each department understood their
specific standards.
Aditi also implemented a weekly review system where the team could
assess their performance against the standards. Any deviations were
identified, and corrective actions were taken immediately. For instance,
when it was found that the quality control team was understaffed, Aditi
hired additional inspectors and provided training.
Moreover, Aditi used technology to track performance in real-time. She
introduced an automated system for inventory management to reduce
wastage and monitor production schedules closely. This system helped
ShineTech Pvt. Ltd. streamline operations and identify areas of
improvement quickly.
""When it was found that the quality control team was understaffed, Aditi
hired additional inspectors and provided training"". Which step of
management function is highlighted in these lines?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_000049_13e17f3d01,0.586,2025,Dubuddy CUET Business Studies solved papers linked file,Consumer Protection,consumer rights,consumer rights,statement true/false,statement true/false,medium,,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.25
""Electrical appliances which are manufactured with substandard products
or do not conform to the safety norms might cause serious injury. Thus,
consumers are educated that they should use electrical appliances which
are ISI marked as this would be an assurance of such products meeting
quality specifications. ""Identify the consumer right highlighted in the
aforesaid statement.",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf
cq_000058_690b278429,0.636,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,meaning and objectives,meaning and objectives,definition-based,definition-based,easy,,0.49,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.8
__________ bridges the gap from where we are, to where we want to go by
deciding in advance what to do, when to do, and who is to do it.",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf
cq_000074_86e5e0917a,0.606,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,meaning and objectives,meaning and objectives,chronology/process order,chronology/process order,easy,,0.79,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.38
__________ involves synchronisation of the different actions or efforts of
the various units of an organization by providing the requisite amount,
quality, timing and sequence of efforts which ensures that planned
objectives are achieved with a minimum of conflict.",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-13-05-2025-9_00AM-12_00PM.pdf
cq_000083_0fbbc0edd1,0.617,2025,Dubuddy CUET Business Studies solved papers linked file,Planning,planning process,planning process,statement true/false,statement true/false,medium,,0.68,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.27
""Following a pre-decided plan, when circumstances have changed, may
not turn out to be in the organisations interest."" Identify the limitation of
planning highlighted in the aforesaid statement.

--- Page 7 ---",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf
cq_000086_e5aa261c64,0.5405000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Principles of Management,Taylor scientific management,Taylor scientific management,principle-identification,principle-identification,easy,A,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Identify the Principle of Management where Taylor pioneered the introduction of method of scientific inquiry into the domain of management practice.,"Science, not rule of thumb",Harmony not discord,"Cooperation, not individualism",Development of each and every person to the greatest efficiency and prosperity,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000089_90592b8695,0.5405000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Business Environment,dimensions,dimensions,definition-based,definition-based,easy,D,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Under which dimension of business environment is 'Online Booking of Air Tickets' included?,Legal dimension,Economic dimension,Technical dimension,Social dimension,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000091_df73ccf1b2,0.5405000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Business Environment,dimensions,dimensions,example-to-concept,example-to-concept,easy,B,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Which of the following is an example of legal environment?,Death/Birth Ratio,Trade Union Act,Prevailing Political System,Public Debt,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000100_24e41575ac,0.5655000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Controlling,control process,control process,feature-identification,feature-identification,medium,C,0.74,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Which of the following is not a limitation of Controlling?,Costly affair,Resistance from employees,Ensure order and discipline,Little control on external factors,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000102_135f9a40bc,0.5525000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Controlling,control process,control process,example-to-concept,example-to-concept,easy,B,0.87,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Only a 5% increase in labour cost may be more troublesome than a 15% increase in postal charges.' Identify the concept pointed out in the direction.,Deviation,Critical point control,Break-even analysis,Critical path method,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000103_baa48c8ab2,0.5965000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Business Finance,financial management,financial management,statement true/false,statement true/false,easy,B,0.43,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Identify the function performed by Financial Market from the following statement: 'Holders of assets can readily sell their financial assets through the mechanism of the financial market.',Reduce the cost of transactions,Provide liquidity to financial assets,Facilitate price discovery,Mobilisation of savings and channelising them into the most productive uses,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000105_37600d23c6,0.5405000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Consumer Protection,importance,importance,definition-based,definition-based,easy,C,0.99,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Identify the importance of consumer protection discussed in the following lines - 'Business organisations make money by selling goods and providing services to consumers. Thus, consumers form an important group among the many stakeholders of business and like other stakeholders, their interest has to be well taken care of.'",Moral justification,Business uses society's resources,Social responsibility,Long-term interest of business,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000116_07add2fa96,0.5855000000000001,2024,AfterBoards CUET Business Studies PYQs linked file,Business Finance,financial management,financial management,definition-based,definition-based,easy,A,0.54,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,Financial management aims at choosing the best investment and financing alternatives by focusing on their costs and benefits. Its objective is to:,Increase the shareholders' wealth,Decrease the shareholders' wealth,Increase the shareholders' capital,Decrease the shareholders' capital,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1
cq_000852_f9ce8cc1b0,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Nature and Significance of Management,types of business tests,types of business tests,match-the-following,match-the-following,medium,C,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (A) Trade Tests | (I) Measure the existing skills of the individual. |
| (B) Intelligence Tests | (II) Provide indications about a person's emotions, reactions and maturity level. |
| (C) Personality Tests | (III) Measure individuals' ability to make decisions and judgments. |
| (D) Aptitude Tests | (IV) Measure individuals' potential for learning new skills. |

Choose the correct answer from the options given below:","(A) - (IV), (B) - (III), (C) - (II), (D) - (I)","(A) - (III), (B) - (I), (C) - (II), (D) - (IV)","(A) - (I), (B) - (III), (C) - (II), (D) - (IV)","(A) - (III), (B) - (IV), (C) - (II), (D) - (I)",https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-15
cq_000814_0d5e99952d,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Business Finance,current assets,current assets,definition-based,definition-based,easy,B,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,Which among the following is NOT the current asset?,Marketable securities,Advances received from customers,Bills receivable,Debtors,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-14
cq_000571_77b7aadb29,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Marketing,Classification of Products,Classification of Products,match-the-following,match-the-following,medium,C,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Categories of products | Examples |
| (A) Industrial products | (I) Rare collection of artwork and antiques. |
| (B) Convenience products | (II) Raw materials, installations, equipment. |
| (C) Speciality products | (III) Jewelry, radio, furniture. |
| (D) Shopping products | (IV) Medicines, newspapers, toothpaste. |

Choose the correct answer from the options given below:","(A) - (I), (B) - (II), (C) - (III), (D) - (IV)","(A) - (I), (B) - (IV), (C) - (II), (D) - (III)","(A) - (II), (B) - (IV), (C) - (I), (D) - (III)","(A) - (III), (B) - (IV), (C) - (I), (D) - (II)",https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-9
cq_000603_02090f5eb5,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Marketing,product classification,product classification,match-the-following,match-the-following,medium,C,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (Types of products) | (Examples) |
| (A) Speciality products | (I) Rare collection of artwork |
| (B) Shopping Products | (II) Furniture, clothes |
| (C) Convenience products | (III) Equipments like hand tools, installations like elevators |
| (D) Capital items | (IV) Toothpaste, medicines |

Choose the correct answer from the options given below:","(A) - (I), (B) - (II), (C) - (III), (D) - (IV)","(A) - (I), (B) - (III), (C) - (II), (D) - (IV)","(A) - (I), (B) - (II), (C) - (IV), (D) - (III)","(A) - (III), (B) - (IV), (C) - (I), (D) - (II)",https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10
cq_000757_c808b57243,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Financial Management,Leverage Ratios,Leverage Ratios,definition-based,definition-based,easy,A,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,The formula to compute the Interest Coverage ratio is:,$$\frac{\text{EBIT}}{\text{Interest}}$,$$\frac{\text{EBT}}{\text{Interest}}$,$$\frac{\text{Interest}}{\text{EBIT}}$,$$\frac{\text{Interest}}{\text{EBT}}$,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-13
cq_000630_0f5392a103,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Business Finance,financial statements and ratios,financial statements and ratios,definition-based,definition-based,easy,B,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,What does EBIT stands for:,Equity Before Institutional Taxes,Earning Before Interest and Taxes,Earning Brings Interest and Taxes,Equity Before Interest and Taxes,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10
cq_000248_b80b0d1fe4,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Principles of Management,Techniques of Scientific Management,scientific management,definition-based,definition-based,easy,D,0.36,0.82,,false,"In functional foremanship technique, who among the following works under the planning incharge:

(A) Instruction Card Clerk

(B) Inspector

(C) Disciplinarian

(D) Time and cost Clerk

Choose the correct answer from the options given below:","(A), (B) and (D) only","(A), (B) and (C) only","(A), (B), (C) and (D)","(A), (C) and (D) only",https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-3
cq_001032_ae31b896a2,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Business Finance,financial ratios,financial ratios,match-the-following,match-the-following,medium,D,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Concept | Equation |
| (A) Financial Leverage | (I) (Profit after tax+depreciation+interest+non cash expenses)/<br>(pref dividend+interest+repayment obligation) |
| (B) Net Working Capital | (II) Debt/Equity |
| (C) Interest Coverage Ratio | (III) Current Assets - Current Liabilities |
| (D) Debt service coverage ratio | (IV) EBIT/Interest |

Choose the correct answer from the options given below:","(A) - (I), (B) - (II), (C) - (III), (D) - (IV)","(A) - (I), (B) - (III), (C) - (II), (D) - (IV)","(A) - (I), (B) - (II), (C) - (IV), (D) - (III)","(A) - (II), (B) - (III), (C) - (IV), (D) - (I)",https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
cq_000397_88fb202928,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Marketing,Classification of products,Classification of products,match-the-following,match-the-following,medium,A,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,"Match List-I with List-II

| List-I<br>(Examples) | List-II<br>(Types of products) |
| --- | --- |
| (A) Ice cream, medicine, newspaper | (I) Industrial products |
| (B) Clothes, shoes, jewellery | (II) Shopping products |
| (C) Rare collection of artwork, antiques | (III) Specialty products |
| (D) Raw materials, machines, tools | (IV) Convenience products |

Choose the correct answer from the options given below:","(A) - (IV), (B) (II), (C) - (III), (D) - (I)","(A) - (I), (B) - (III), (C) - (II), (D) - (IV)","(A) (I), (B) - (II), (C) - (IV), (D) - (III)","(A) - (III), (B) - (IV), (C) - (I), (D) - (II)",https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-6
cq_000859_038aea58f1,0.649,2025,AfterBoards CUET Business Studies PYQs linked file,Business Environment,Consumer Protection and Legal Aspects,Consumer Protection and Legal Aspects,definition-based,definition-based,easy,B,0.36,0.45,Micro-concept uncertain; trust chapter/subtopic more.,true,What does Caveat Venditor imply?,Let the buyer beware,Let the seller beware,Let the producer beware,Let the distributor beware,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-15
cq_001629_4cebbf2fb7,0.6479999999999999,2025,Dubuddy CUET Business Studies solved papers linked file,Marketing,marketing management philosophies,marketing management philosophies,case-study diagnosis,case-study diagnosis,medium,,0.37,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.7
""In company Ace Ltd, if the plans lay down a 2 percent increase in labor
cost as an acceptable range of deviation, only an increase in labor cost
beyond 2 percent should be brought to the notice of the management.
However, in case of major deviation from the standard (say, 5 percent), the
matter has to receive immediate action from management on a priority
basis"". Identify the concept of management highlighted in the aforesaid
statement.",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf
cq_000531_c2bf6458f9,0.6479999999999999,2025,AfterBoards CUET Business Studies PYQs linked file,Entrepreneurship Development,process,process,case-study diagnosis,case-study diagnosis,medium,B,0.37,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"The term ""Recruitment"" in the case study implies:",A negative process,A positive process,Divisible process,Strict process,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-8
cq_000327_2215a4612d,0.6479999999999999,2025,AfterBoards CUET Business Studies PYQs linked file,Nature and Significance of Management,coordination,management,case-study diagnosis,case-study diagnosis,hard,A,0.37,0.82,,false,"""She believes that she is getting her work done as well as helping the needy section of society."" Identify the concept reflected in the above statement.",Management,Charity,Coordination,Administration,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-4
cq_001698_d63067e60f,0.647,2025,Dubuddy CUET Business Studies solved papers linked file,Marketing,marketing management philosophies,marketing management philosophies,feature-identification,feature-identification,hard,,0.38,0.45,Micro-concept uncertain; trust chapter/subtopic more.,false,"Q.49
Rahul is the CEO of BrightSpark Ltd., a company manufacturing LED
lighting solutions. The company recently launched a new line of smart LED
bulbs with advanced features, expecting a surge in demand. However, after
the launch, the sales were not meeting expectations, and employee morale
seemed low.
Firstly, Rahul identified that there was a lack of proper communication
between the marketing and production teams. He called a meeting to
clearly communicate the company’s goals and expectations for the new
product.
Rahul appointed Priya, a senior manager, to act as a supervisor for the
marketing team. Priya’s job was to oversee day-to-day activities, guide the
team, and resolve any conflicts. Her presence ensured that tasks were
completed on time and in alignment with the company’s objectives. She
also provided feedback and recognized the efforts of team members, which
boosted their morale.
Rahul implemented a reward system where employees exceeding their
targets would receive incentives. Additionally, training sessions were
organized to improve employees’ skills and confidence in handling the
advanced features of the new product.
Rahul implemented a reward system where employees exceeding their
targets would receive incentives. Which concept of management is
highlighted here?""",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf
cq_001120_a9f0ee9c6e,0.647,2025,AfterBoards CUET Business Studies PYQs linked file,Principles of Management,Fayol principles,unity of command,statement true/false,statement true/false,easy,C,0.38,0.82,,false,"""Adarsh tried to maintain effective managerial contact across all the levels in the organisation, making direction effective. He conveyed clear instructions to create total understanding to subordinates"". Which of the following guiding principles of directing has been highlighted in the aforesaid statement?",Principle of harmony of objectives,Principle of unity of command,Principle of managerial communication,Principle of leadership,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-20
cq_001720_404e71e7cc,0.6459999999999999,2025,Dubuddy CUET Business Studies solved papers linked file,Nature and Significance of Management,functions of management,management,feature-identification,feature-identification,easy,,0.39,0.82,,false,"Q.14
Which of the following is not an element of directing function of
management?",,,,,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf
